Time,Fitnes
0.000188392,5.0
0.00026367000000000003,5.0
0.00032641600000000005,5.0
0.00038932300000000007,5.0
0.0004386440000000001,5.0
0.0004991880000000001,5.0
0.0005487870000000001,5.0
0.0006386020000000002,5.0
0.0006887170000000001,5.0
0.0007420050000000001,5.0
0.0008018600000000002,5.0
0.0008510170000000001,5.0
0.0009139220000000002,5.0
0.0009634500000000001,5.0
0.0010121680000000001,5.0
0.0010751460000000001,5.0
0.0011284200000000002,5.0
0.0011960420000000002,5.0
0.0012492840000000002,5.0
0.0012990210000000002,5.0
0.0013606430000000004,5.0
0.0014094830000000004,5.0
0.0014693650000000005,5.0
0.0015182380000000005,5.0
0.0015816450000000004,5.0
0.0016427360000000005,5.0
0.0016945560000000005,5.0
0.0017581940000000005,5.0
0.0018095710000000005,5.0
0.0018705180000000005,5.0
0.0019300240000000005,5.0
0.0019817800000000003,5.0
0.002042447,5.0
0.002091313,5.0
0.002181701,5.0
0.002243009,5.0
0.0023018939999999996,5.0
0.0023596069999999997,5.0
0.0024082859999999995,5.0
0.0024597709999999995,5.0
0.0025537489999999997,5.0
0.002605068,5.0
0.0026626849999999997,5.0
0.002729354,5.0
0.002783745,5.0
0.00284675,5.0
0.002898235,5.0
0.002960273,5.0
0.0030118249999999997,5.0
0.0030639149999999995,5.0
0.0031262549999999997,5.0
0.003178473,5.0
0.003239381,5.0
0.003290772,5.0
0.003350811,5.0
0.003416577,5.0
0.003469065,5.0
0.003539276,5.0
0.003598972,5.0
0.003667553,5.0
0.003734616,5.0
0.003785409,5.0
0.003852203,5.0
0.0039051029999999996,5.0
0.003965298999999999,5.0
0.004015543999999999,5.0
0.004065800999999999,5.0
0.004126914999999999,5.0
0.004177467999999999,5.0
0.0042384119999999996,5.0
0.004288625999999999,5.0
0.004338941,5.0
0.004403026,5.0
0.004456826,5.0
0.004519436,5.0
0.004569054,5.0
0.0046202050000000005,5.0
0.004680600000000001,5.0
0.004733626000000001,5.0
0.004799847000000001,5.0
0.004852628000000001,5.0
0.004906227000000001,5.0
0.0049699110000000005,5.0
0.005023554,5.0
0.005086314000000001,5.0
0.005143848,5.0
0.005212287,5.0
0.005275927000000001,5.0
0.005329660000000001,5.0
0.005391554000000001,5.0
0.0054444870000000005,5.0
0.005509760000000001,5.0
0.005564881000000001,5.0
0.005622743,5.0
0.005683252000000001,5.0
0.005750095,5.0
0.005829297000000001,5.0
0.0058973260000000005,5.0
0.005952873000000001,5.0
0.006006719000000001,5.0
0.0060704900000000004,5.0
0.006133306000000001,5.0
0.006197532,5.0
0.0062707760000000005,5.0
0.006335399,5.0
0.006407462,5.0
0.006470735,5.0
0.006542345,5.0
0.006594572999999999,5.0
0.006669506999999999,5.0
0.006729027999999999,5.0
0.006795031999999999,5.0
0.006865414999999999,5.0
0.006938297999999999,5.0
0.007002602999999999,5.0
0.007066452999999999,5.0
0.0071323099999999985,5.0
0.0072001259999999985,5.0
0.007258408999999999,5.0
0.007323585999999998,5.0
0.007387429999999999,5.0
0.0074589919999999985,5.0
0.007519681999999999,5.0
0.0075836279999999985,5.0
0.007644908999999998,5.0
0.007713721999999998,5.0
0.0077791979999999985,5.0
0.007841657999999998,5.0
0.007913444999999998,5.0
0.007976626999999998,5.0
0.008043056999999998,5.0
0.008359027999999998,5.0
0.008414894999999997,5.0
0.008469394999999998,5.0
0.008537740999999998,5.0
0.008590952999999998,5.0
0.008653932999999999,5.0
0.008708914,5.0
0.008761404,5.0
0.008824576,5.0
0.008876989,5.0
0.008937897,5.0
0.008990556,5.0
0.00904686,5.0
0.009115252,5.0
0.009188123000000001,5.0
0.009249430000000001,5.0
0.009300187000000001,5.0
0.009350381000000001,5.0
0.009413481000000001,5.0
0.009464866,5.0
0.009528676,5.0
0.009579180999999999,5.0
0.009640122,5.0
0.009702542,5.0
0.009753381,5.0
0.009816688,5.0
0.009877695,5.0
0.00995442,5.0
0.010027647,5.0
0.010085041000000001,5.0
0.010169106,5.0
0.010229770000000001,5.0
0.010293766000000001,5.0
0.010356810000000001,5.0
0.010411322,5.0
0.01047546,5.0
0.010525652,5.0
0.010585331,5.0
0.010664006,5.0
0.010717313000000001,5.0
0.01077787,5.0
0.010828483,5.0
0.010878734,5.0
0.010940716,5.0
0.011001991,5.0
0.011082897,5.0
0.011143746999999999,5.0
0.011196448999999999,5.0
0.011259993,5.0
0.011311986999999999,5.0
0.011374738999999998,5.0
0.011426756999999997,5.0
0.011482452999999997,5.0
0.011548521999999997,5.0
0.011601033999999996,5.0
0.011663512999999997,5.0
0.011715430999999997,5.0
0.011770321999999996,5.0
0.011833336999999996,5.0
0.011894203999999995,5.0
0.011959251999999995,5.0
0.012009789999999994,5.0
0.012060474999999994,5.0
0.012126577999999994,5.0
0.012186993999999994,5.0
0.012270062999999994,5.0
0.012322711999999994,5.0
0.012372932999999994,5.0
0.012437481999999995,5.0
0.012487779999999995,5.0
0.012553307999999996,5.0
0.012603590999999996,5.0
0.012653780999999996,5.0
0.012719608999999996,5.0
0.012772807999999997,5.0
0.012841328999999997,5.0
0.012891502999999997,5.0
0.012943972999999998,5.0
0.013006014999999998,5.0
0.013064317999999998,5.0
0.013187418999999999,5.0
0.013241224,5.0
0.013295409999999999,5.0
0.013363351999999998,5.0
0.013417341,5.0
0.013508046,5.0
0.013576115,5.0
0.013627394,5.0
0.013692864999999999,5.0
0.013744010999999999,5.0
0.013821500999999998,5.0
0.013901936999999998,5.0
0.013958071999999998,5.0
0.014024282999999999,5.0
0.014079785999999999,5.0
0.014170351,5.0
0.014274397999999999,5.0
0.014395844999999999,5.0
0.014498645,5.0
0.014621396,5.0
0.014691665,5.0
0.014753470999999999,5.0
0.014823125999999999,5.0
0.014887068,5.0
0.014954726,5.0
0.015020849,5.0
0.015081255,5.0
0.015135422,5.0
0.015202445,5.0
0.015259656,5.0
0.015330941,5.0
0.015390911,5.0
0.015447678,5.0
0.015516071999999999,5.0
0.015590763999999998,5.0
0.015648312999999997,5.0
0.015708365,5.0
0.015774054,5.0
0.015839257,5.0
0.015899068,5.0
0.015951747999999998,5.0
0.016022989999999997,5.0
0.016093182999999997,5.0
0.016158045999999995,5.0
0.016219862999999994,5.0
0.016308724999999993,5.0
0.016371040999999992,5.0
0.01643302299999999,5.0
0.01648673799999999,5.0
0.01654114599999999,5.0
